query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate,ret_top1_lang
1088647,zh-en,weather california february,"[""7092354|en"", ""7092354|es"", ""7092354|zh""]","[""7092354|en"", ""7092354|es"", ""7606032|en"", ""7606032|es"", ""7094524|en"", ""7217820|en"", ""7094524|es"", ""3742588|en"", ""7092992|es"", ""7092992|en""]",1.0,en
1088648,zh-en,burlington today的天气,"[""7092353|en"", ""7092353|es"", ""7092353|zh""]","[""7092278|zh"", ""7092164|zh"", ""7092353|zh"", ""7095306|zh"", ""7412136|zh"", ""7093402|zh"", ""7092272|zh"", ""7663498|zh"", ""7837027|zh"", ""7093996|zh""]",0.6,zh
1088658,zh-en,brinny尼爱尔兰的天气,"[""7092272|en"", ""7092272|es"", ""7092272|zh"", ""7092278|en"", ""7092278|es"", ""7092278|zh""]","[""7092272|zh"", ""7092278|zh"", ""7240355|zh"", ""7093402|zh"", ""7095306|zh"", ""7092584|zh"", ""7713360|zh"", ""7092992|zh"", ""7588214|zh"", ""7095252|zh""]",0.25,zh
1088660,zh-en,california disabled退伍军人福利,"[""7092260|en"", ""7092260|es"", ""7092260|zh""]","[""7092260|zh"", ""7446733|zh"", ""7089211|zh"", ""7043923|zh"", ""8000636|zh"", ""7371209|zh"", ""7422674|zh"", ""7259598|zh"", ""7772488|zh"", ""7526949|zh""]",0.5,zh
1088678,zh-en,科罗拉多州玄武岩的weather,"[""7092164|en"", ""7092164|es"", ""7092164|zh""]","[""7092164|zh"", ""7265121|zh"", ""7095306|zh"", ""7853204|zh"", ""7933852|zh"", ""7959497|zh"", ""7095246|zh"", ""7736760|zh"", ""7901615|zh"", ""7224348|zh""]",0.25,zh
1088699,zh-en,afghanistan的天气,"[""7091994|en"", ""7091994|es"", ""7091994|zh""]","[""7240355|zh"", ""7215695|zh"", ""7093402|zh"", ""7925547|zh"", ""7093996|zh"", ""7091994|zh"", ""7092992|zh"", ""7093089|zh"", ""7095252|zh"", ""7376039|zh""]",0.5,zh
1088706,zh-en,新泽西州爱迪生的weather forecast,"[""7091933|en"", ""7091933|es"", ""7091933|zh"", ""7091938|en"", ""7091938|es"", ""7091938|zh""]","[""7091938|zh"", ""7091933|zh"", ""7094067|zh"", ""7092992|zh"", ""7095306|zh"", ""7213027|zh"", ""7093436|zh"", ""7853204|zh"", ""7450076|zh"", ""7095246|zh""]",0.25,zh
1088707,zh-en,calculating假期累计小时数,"[""7091925|en"", ""7091925|es"", ""7091925|zh""]","[""7091925|zh"", ""1248180|zh"", ""7070215|zh"", ""4101557|zh"", ""7182782|zh"", ""3995031|zh"", ""3948109|zh"", ""7438982|zh"", ""7679151|zh"", ""499891|zh""]",0.25,zh
1088710,zh-en,weather forecast new york city march,"[""7091913|en"", ""7091913|es"", ""7091913|zh""]","[""7092890|zh"", ""7091913|zh"", ""7212118|zh"", ""7217546|zh"", ""7213027|zh"", ""7093038|zh"", ""7095306|zh"", ""7094067|zh"", ""7094340|zh"", ""7094513|zh""]",1.0,zh
1088715,zh-en,田纳西州 4 月的weather,"[""7091855|en"", ""7091855|es"", ""7091855|zh""]","[""7091855|zh"", ""7095306|zh"", ""7215878|zh"", ""7837027|zh"", ""7885068|zh"", ""7094513|zh"", ""7092664|zh"", ""7833333|zh"", ""7093109|zh"", ""7853204|zh""]",0.19999999999999996,zh
1088716,zh-en,佛罗里达州萨拉索塔 10 月的weather,"[""7091846|en"", ""7091846|es"", ""7091846|zh"", ""7091847|en"", ""7091847|es"", ""7091847|zh""]","[""7091847|zh"", ""7091846|zh"", ""938624|zh"", ""7224348|zh"", ""7095306|zh"", ""7093402|zh"", ""7511936|zh"", ""7094511|zh"", ""7095246|zh"", ""7200205|zh""]",0.1428571428571429,zh
1088722,zh-en,weather dalian china,"[""7091796|en"", ""7091796|es"", ""7091796|zh""]","[""7094753|zh"", ""7094690|zh"", ""7423979|zh"", ""7412136|zh"", ""7671288|zh"", ""1594997|zh"", ""7092726|zh"", ""7092584|zh"", ""7988156|zh"", ""7713360|zh""]",1.0,zh
1088724,zh-en,greece每个季节的天气状况,"[""7091782|en"", ""7091782|es"", ""7091782|zh""]","[""7091782|zh"", ""7093109|zh"", ""7412136|zh"", ""7095212|zh"", ""7215878|zh"", ""7288449|zh"", ""7078754|zh"", ""7588214|zh"", ""7093441|zh"", ""1594997|zh""]",0.19999999999999996,zh
1088741,zh-en,我们definition,"[""7091662|en"", ""7091662|es"", ""7091662|zh""]","[""1632809|zh"", ""7550938|zh"", ""7552122|zh"", ""7337058|zh"", ""7748280|zh"", ""7226978|zh"", ""7634475|zh"", ""7236813|zh"", ""7664809|zh"", ""4969080|zh""]",0.5,zh
1088742,zh-en,wbtv location,"[""7091657|en"", ""7091657|es"", ""7091657|zh""]","[""7091657|en"", ""7091657|es"", ""7114092|en"", ""7114092|es"", ""7685516|en"", ""7685516|es"", ""495207|en"", ""7095246|en"", ""7084917|en"", ""7198246|en""]",0.5,en
1088748,zh-en,确定热泵系统leaks的方法,"[""7091598|en"", ""7091598|es"", ""7091598|zh""]","[""7091598|zh"", ""7511246|zh"", ""7478549|zh"", ""7230558|zh"", ""7492132|zh"", ""7816796|zh"", ""7135363|zh"", ""7106083|zh"", ""7527060|zh"", ""7307998|zh""]",0.16666666666666663,zh
1088771,zh-en,威斯康星州的waterpark,"[""7091378|en"", ""7091378|es"", ""7091378|zh"", ""7091380|en"", ""7091380|es"", ""7091380|zh""]","[""7091380|zh"", ""7091378|zh"", ""7585313|zh"", ""7095246|zh"", ""7429849|zh"", ""7748512|zh"", ""7089181|zh"", ""7198570|zh"", ""7165251|zh"", ""7264409|zh""]",0.5,zh
1088774,zh-en,waterford ct deans auto phone number,"[""7091344|en"", ""7091344|es"", ""7091344|zh""]","[""7091344|en"", ""7091344|es"", ""7218860|en"", ""7218860|es"", ""7879212|es"", ""7209267|en"", ""7883231|en"", ""7209267|es"", ""7879212|en"", ""7145230|en""]",0.8,en
1088780,zh-en,计算garage的运营成本,"[""7091268|en"", ""7091268|es"", ""7091268|zh""]","[""7091268|zh"", ""7169713|zh"", ""7543662|zh"", ""7391075|zh"", ""7995002|zh"", ""7207291|zh"", ""7372785|zh"", ""7922855|zh"", ""7573254|zh"", ""7074552|zh""]",0.19999999999999996,zh
1088793,zh-en,计算最低lease payments,"[""7091149|en"", ""7091149|es"", ""7091149|zh""]","[""7091149|zh"", ""7071774|zh"", ""7391075|zh"", ""7383349|zh"", ""7308074|zh"", ""7939173|zh"", ""7963878|zh"", ""7148904|zh"", ""7774324|zh"", ""7546791|zh""]",0.6,zh
1088803,zh-en,清洗trade definition,"[""7091074|en"", ""7091074|es"", ""7091074|zh""]","[""7715785|zh"", ""7091074|zh"", ""7715053|zh"", ""7601275|zh"", ""7321071|zh"", ""7715057|zh"", ""2391964|zh"", ""7970442|zh"", ""7766283|zh"", ""7313355|zh""]",0.6666666666666667,zh
1088821,zh-en,是spock science officer,"[""7090935|en"", ""7090935|es"", ""7090935|zh""]","[""7090935|zh"", ""2249046|zh"", ""7184755|zh"", ""7184756|zh"", ""7473461|zh"", ""7430712|zh"", ""7187968|zh"", ""7143091|zh"", ""463187|zh"", ""7223923|zh""]",0.75,zh
1088826,zh-en,克里斯汀·切诺维斯是phantom中的吗？,"[""7090895|en"", ""7090895|es"", ""7090895|zh""]","[""7755756|zh"", ""7572869|zh"", ""7398690|zh"", ""7250839|zh"", ""7866833|zh"", ""2767631|zh"", ""7290137|zh"", ""7479599|zh"", ""7899838|zh"", ""7687708|zh""]",0.11111111111111116,zh
1088832,zh-en,是集体noun,"[""5279465|en"", ""5279465|es"", ""5279465|zh""]","[""7631553|zh"", ""5279465|zh"", ""1632809|zh"", ""7116141|zh"", ""7159054|zh"", ""1560741|zh"", ""7236813|zh"", ""7405441|zh"", ""7881110|zh"", ""7084934|zh""]",0.33333333333333337,zh
1088837,zh-en,warwick museum art warwick里,"[""7090765|en"", ""7090765|es"", ""7090765|zh""]","[""7090765|zh"", ""7542932|zh"", ""7802959|zh"", ""7559250|zh"", ""7159325|zh"", ""7337408|zh"", ""7920427|zh"", ""7203859|zh"", ""7285054|zh"", ""7255591|zh""]",0.8,zh
1088842,zh-en,warren buffett特输了,"[""7090721|en"", ""7090721|es"", ""7090721|zh""]","[""7090721|zh"", ""7701740|zh"", ""7852780|zh"", ""7952374|zh"", ""7222275|zh"", ""7687708|zh"", ""7948245|zh"", ""4468296|zh"", ""7485268|zh"", ""7959497|zh""]",0.75,zh
1088847,zh-en,警告industries clackamas,"[""7090664|en"", ""7090664|es"", ""7090664|zh""]","[""7090664|zh"", ""7307998|zh"", ""2924518|zh"", ""7153442|zh"", ""7820089|zh"", ""7483627|zh"", ""7503307|zh"", ""7683576|zh"", ""7893788|zh"", ""7130660|zh""]",0.75,zh
1088849,zh-en,warm的温度,"[""7090643|en"", ""7090643|es"", ""7090643|zh""]","[""7079395|zh"", ""7985942|zh"", ""913956|zh"", ""7090643|zh"", ""7933971|zh"", ""7264543|zh"", ""7240355|zh"", ""7212118|zh"", ""7659424|zh"", ""7307998|zh""]",0.33333333333333337,zh
1088851,zh-en,warm colors系颜色定义,"[""7090639|en"", ""7090639|es"", ""7090639|zh""]","[""7090639|zh"", ""7419262|zh"", ""7360414|zh"", ""7316454|zh"", ""1112922|zh"", ""7450620|zh"", ""7115360|zh"", ""1404100|zh"", ""7166162|zh"", ""7100726|zh""]",0.25,zh
1088857,zh-en,雷霆之war,"[""7090573|en"", ""7090573|es"", ""7090573|zh""]","[""7090573|zh"", ""7125373|zh"", ""7607918|zh"", ""7115832|zh"", ""7740040|zh"", ""7262592|zh"", ""7397113|zh"", ""7952374|zh"", ""7529532|zh"", ""7916578|zh""]",0.5,zh
1088862,zh-en,wanaque reservoir,"[""7090520|en"", ""7090520|es"", ""7090520|zh""]","[""7090520|en"", ""7090520|es"", ""2707930|es"", ""2707930|en"", ""7117874|es"", ""7165251|es"", ""5815698|en"", ""7644956|es"", ""7867675|es"", ""7224348|es""]",1.0,en
1088863,zh-en,walter marm medal honor,"[""7090505|en"", ""7090505|es"", ""7090505|zh""]","[""7090505|en"", ""7090505|es"", ""7820592|es"", ""7820592|en"", ""7577411|en"", ""7643266|en"", ""7523255|en"", ""3052765|en"", ""7643266|es"", ""2252799|en""]",1.0,en
1088864,zh-en,walter disney net worth,"[""7090501|en"", ""7090501|es"", ""7090501|zh""]","[""7090501|en"", ""7090501|es"", ""7499378|en"", ""7501447|es"", ""7501447|en"", ""7499378|es"", ""7523255|en"", ""7500425|en"", ""7308463|es"", ""7308463|en""]",1.0,en
1088868,zh-en,walnutport pa什么县,"[""7090449|en"", ""7090449|es"", ""7090449|zh""]","[""7090449|zh"", ""4349812|zh"", ""7552633|zh"", ""7689281|zh"", ""7602758|zh"", ""7218496|zh"", ""7427403|zh"", ""7268481|zh"", ""7088691|zh"", ""7523790|zh""]",0.6,zh
1088878,zh-en,walgreens generic price,"[""7090346|en"", ""7090346|es"", ""7090346|zh""]","[""7090346|es"", ""7090346|en"", ""7420521|es"", ""7420521|en"", ""7192236|es"", ""7192236|en"", ""7126178|es"", ""7583476|en"", ""7195446|es"", ""7126178|en""]",1.0,es
1088889,zh-en,vulnerability analysis,"[""7090228|en"", ""7090228|es"", ""7090228|zh""]","[""7090228|en"", ""7090228|es"", ""7593570|en"", ""7463792|en"", ""7499432|en"", ""7593570|es"", ""7499432|es"", ""7477866|en"", ""7697631|en"", ""7129589|en""]",1.0,en
1088890,zh-en,vsp提供商service phone number,"[""7090225|en"", ""7090225|es"", ""7090225|zh""]","[""7090225|en"", ""7090225|zh"", ""7090225|es"", ""7667680|zh"", ""7733934|zh"", ""7088824|zh"", ""7747885|zh"", ""7897566|zh"", ""7089097|zh"", ""7701977|zh""]",0.5,en
1088897,zh-en,von meyenburg complex,"[""7090145|en"", ""7090145|es"", ""7090145|zh""]","[""7090145|es"", ""7652974|es"", ""7305945|en"", ""386482|es"", ""386482|en"", ""7114581|es"", ""7165251|en"", ""7149882|en"", ""7518921|es"", ""7509196|es""]",1.0,es
1088913,zh-en,voca corporation north carolina,"[""7090009|en"", ""7090009|es"", ""7090009|zh""]","[""7090009|en"", ""7090009|es"", ""7089181|en"", ""7089181|es"", ""4616530|en"", ""7914744|en"", ""7759503|en"", ""5908173|en"", ""7228998|en"", ""7764176|en""]",1.0,en
1088923,zh-en,vitrified tile,"[""7089915|en"", ""7089915|es"", ""7089915|zh""]","[""7089915|en"", ""7089915|es"", ""7512908|en"", ""7079952|es"", ""7171599|es"", ""7919991|es"", ""5732087|en"", ""7666294|en"", ""7237448|en"", ""7474250|es""]",1.0,en
1088936,zh-en,visigoths romans,"[""7089784|en"", ""7089784|es"", ""7089784|zh""]","[""7089784|es"", ""7089784|en"", ""5987460|es"", ""5987460|en"", ""5518472|en"", ""7843555|en"", ""7281607|en"", ""5518472|es"", ""3003239|es"", ""7263655|es""]",1.0,es
1088937,zh-en,粘胶defined,"[""7089767|en"", ""7089767|es"", ""7089767|zh""]","[""7089767|zh"", ""3758391|zh"", ""7628671|zh"", ""7177367|zh"", ""7512156|zh"", ""7101625|zh"", ""7834203|zh"", ""7993251|zh"", ""7435920|zh"", ""7262592|zh""]",0.5,zh
1088948,zh-en,virginia state anatomical program,"[""7089644|en"", ""7089644|es"", ""7089644|zh""]","[""7089644|en"", ""7089644|es"", ""7587536|en"", ""7843652|en"", ""7587536|es"", ""7088509|en"", ""7852214|en"", ""7658946|en"", ""7431543|en"", ""7765253|en""]",1.0,en
1088955,zh-en,virgil williams television producer,"[""7089585|en"", ""7089585|es"", ""7089585|zh""]","[""7089585|en"", ""7089585|es"", ""5398743|es"", ""5398743|en"", ""7091657|es"", ""7091657|en"", ""7660647|es"", ""7791685|es"", ""7122273|es"", ""7114092|en""]",1.0,en
1088963,zh-en,vineland household income,"[""7089492|en"", ""7089492|es"", ""7089492|zh""]","[""7089492|en"", ""7089492|es"", ""5385380|en"", ""823854|en"", ""7330079|en"", ""823854|es"", ""7979198|en"", ""7460202|en"", ""2915383|es"", ""2915383|en""]",0.6666666666666667,en
1088964,zh-en,low artist,"[""7089483|en"", ""7089483|es"", ""7089483|zh""]","[""7201461|zh"", ""7159325|zh"", ""7089483|zh"", ""7224371|zh"", ""7310898|zh"", ""7405441|zh"", ""7135380|zh"", ""7663004|zh"", ""7381328|zh"", ""7984355|zh""]",1.0,zh
1088973,zh-en,vietnamese new year快乐,"[""7089413|en"", ""7089413|es"", ""7089413|zh""]","[""7089413|zh"", ""7223384|zh"", ""7355625|zh"", ""7217353|zh"", ""7405441|zh"", ""7517851|zh"", ""7235939|zh"", ""7935682|zh"", ""7256129|zh"", ""3052765|zh""]",1.0,zh
1088981,zh-en,胜利者的meaning,"[""5987460|en"", ""5987460|es"", ""5987460|zh""]","[""5987460|zh"", ""7610692|zh"", ""7138380|zh"", ""7497502|zh"", ""7593896|zh"", ""3052765|zh"", ""1632809|zh"", ""7405441|zh"", ""7195711|zh"", ""7938563|zh""]",0.33333333333333337,zh
1088985,zh-en,vicarious strain,"[""7089301|en"", ""7089301|es"", ""7089301|zh""]","[""7089301|en"", ""7590955|en"", ""934759|en"", ""7472148|en"", ""7608346|en"", ""7210234|en"", ""7557969|en"", ""7505391|en"", ""7966804|en"", ""7220327|en""]",1.0,en
1088986,zh-en,v g液hydraulic oil,"[""7089288|en"", ""7089288|es"", ""7089288|zh""]","[""7089288|zh"", ""7199314|zh"", ""7704442|zh"", ""7181127|zh"", ""7474250|zh"", ""7776233|zh"", ""7439927|zh"", ""7546427|zh"", ""3003239|zh"", ""7407512|zh""]",1.0,zh
1088989,zh-en,vetus meaning,"[""7089269|en"", ""7089269|es"", ""7089269|zh""]","[""7089269|en"", ""7618413|en"", ""7200220|en"", ""7244955|en"", ""3405657|en"", ""1557854|en"", ""7226212|en"", ""5987460|en"", ""7089269|es"", ""7174697|en""]",0.5,en
1088994,zh-en,退伍军人长期benefits care,"[""7089211|en"", ""7089211|es"", ""7089211|zh""]","[""7089211|zh"", ""7446733|zh"", ""623852|zh"", ""7067891|zh"", ""7166333|zh"", ""7601798|zh"", ""7043923|zh"", ""7970916|zh"", ""7092260|zh"", ""7371209|zh""]",0.5,zh
1088997,zh-en,vertex railcar corporation,"[""7089181|en"", ""7089181|es"", ""7089181|zh""]","[""7089181|es"", ""7089181|en"", ""7972972|es"", ""7115754|es"", ""7082511|es"", ""7524541|en"", ""7926959|en"", ""7776514|es"", ""7212281|es"", ""7803067|en""]",1.0,es
1089001,zh-en,佛蒙vermont chocolate克力工厂,"[""7089128|en"", ""7089128|es"", ""7089128|zh""]","[""7089128|zh"", ""7237429|zh"", ""7670967|zh"", ""7546889|zh"", ""7105390|zh"", ""7529532|zh"", ""7437431|zh"", ""7919991|zh"", ""7495099|zh"", ""7483627|zh""]",0.6666666666666667,zh
1089003,zh-en,verizon land phone customer service number,"[""7089106|en"", ""7089106|es"", ""7089106|zh""]","[""7089106|en"", ""7089106|es"", ""7089097|en"", ""7089106|zh"", ""7089097|es"", ""7183900|en"", ""7089097|zh"", ""7601569|en"", ""7537749|en"", ""7301835|en""]",0.8,en
1089005,zh-en,verizon business customer service number,"[""7089097|en"", ""7089097|es"", ""7089097|zh""]","[""7089097|en"", ""7089097|es"", ""7089106|en"", ""7089106|es"", ""7089097|zh"", ""7408316|en"", ""7733934|en"", ""7089106|zh"", ""7601569|en"", ""7090225|en""]",0.75,en
1089009,zh-en,verdict define,"[""440977|en"", ""440977|es"", ""440977|zh""]","[""440977|en"", ""440977|es"", ""7077506|en"", ""7645039|en"", ""6166672|en"", ""7139509|en"", ""7651556|en"", ""7409144|en"", ""7881215|en"", ""7837445|en""]",1.0,en
1089035,zh-en,瓦萨brothers hospital phone number,"[""7088824|en"", ""7088824|es"", ""7088824|zh""]","[""7088824|zh"", ""7077823|zh"", ""7491742|zh"", ""7747885|zh"", ""7486362|zh"", ""7651092|zh"", ""7221570|zh"", ""7317942|zh"", ""7078546|zh"", ""7400737|zh""]",0.75,zh
1089038,zh-en,vascular surgeon definition,"[""7088789|en"", ""7088789|es"", ""7088789|zh""]","[""7343427|en"", ""7088789|en"", ""7088781|en"", ""7343427|es"", ""7872168|en"", ""7502452|en"", ""7220327|en"", ""7901302|en"", ""7088781|es"", ""2006681|en""]",1.0,en
1089039,zh-en,vascular ring definition,"[""7088781|en"", ""7088781|es"", ""7088781|zh""]","[""7088781|en"", ""7343427|en"", ""7220327|en"", ""7872168|en"", ""7088781|es"", ""7343427|es"", ""2006681|en"", ""7859933|en"", ""7088568|en"", ""703196|en""]",1.0,en
1089043,zh-en,vamps定义,"[""7088735|en"", ""7088735|es"", ""7088735|zh""]","[""7088735|zh"", ""7630225|zh"", ""2924518|zh"", ""7257216|zh"", ""7881110|zh"", ""7495959|zh"", ""7741669|zh"", ""7407108|zh"", ""7177292|zh"", ""7344172|zh""]",0.5,zh
1089044,zh-en,哈斯纳valve,"[""7088720|en"", ""7088720|es"", ""7088720|zh""]","[""7088720|zh"", ""7620721|zh"", ""7658772|zh"", ""7405441|zh"", ""7088735|zh"", ""7078015|zh"", ""7204661|zh"", ""7142956|zh"", ""7604393|zh"", ""7752582|zh""]",0.5,zh
1089046,zh-en,valley州立银行Belle Plaine,"[""7088695|en"", ""7088695|es"", ""7088695|zh""]","[""7088695|zh"", ""7082511|zh"", ""7772311|zh"", ""7405441|zh"", ""7119740|zh"", ""7955288|zh"", ""7296290|zh"", ""7552633|zh"", ""7689281|zh"", ""7954243|zh""]",0.19999999999999996,zh
1089047,zh-en,valencia在加州的哪个县,"[""7088691|en"", ""7088691|es"", ""7088691|zh""]","[""7088691|zh"", ""7090449|zh"", ""7509598|zh"", ""1609405|zh"", ""7523790|zh"", ""7692127|zh"", ""7164569|zh"", ""7088695|zh"", ""7728323|zh"", ""7831410|zh""]",0.16666666666666663,zh
1089053,zh-en,vail lionshead gondola hours,"[""7088626|en"", ""7088626|es"", ""7088626|zh""]","[""7088626|en"", ""7088626|es"", ""7236848|es"", ""7297601|es"", ""7629808|en"", ""7095246|en"", ""7236848|en"", ""7200433|es"", ""7731476|es"", ""7118824|es""]",1.0,en
1089064,zh-en,流浪者brewing,"[""7088575|en"", ""7088575|es"", ""7088575|zh""]","[""7109056|zh"", ""7088575|zh"", ""7933852|zh"", ""7405441|zh"", ""7810695|zh"", ""7661445|zh"", ""7232337|zh"", ""7082789|zh"", ""7509196|zh"", ""7303666|zh""]",0.5,zh
1089065,zh-en,液泡的meaning,"[""7088568|en"", ""7088568|es"", ""7088568|zh""]","[""7088568|zh"", ""7084844|zh"", ""7519834|zh"", ""7486527|zh"", ""7964957|zh"", ""7536336|zh"", ""8004438|zh"", ""7508652|zh"", ""7265145|zh"", ""7195711|zh""]",0.33333333333333337,zh
1089067,zh-en,C + + functions,"[""5341647|en"", ""5341647|es"", ""5341647|zh""]","[""5341647|en"", ""8000405|en"", ""7130504|en"", ""5341647|es"", ""7110630|es"", ""7554789|es"", ""6739851|en"", ""7554789|en"", ""7092822|en"", ""7649694|en""]",1.0,en
1089069,zh-en,va disability rating surgery,"[""7088509|en"", ""7088509|es"", ""7088509|zh""]","[""7088509|en"", ""7088509|es"", ""7474233|en"", ""7089211|en"", ""8000645|en"", ""7089211|es"", ""7590955|en"", ""7474233|es"", ""7573433|en"", ""7446731|en""]",0.75,en
1089079,zh-en,usps first class信封邮票价格,"[""7088399|en"", ""7088399|es"", ""7088399|zh""]","[""7088399|en"", ""7088399|es"", ""159768|en"", ""159768|es"", ""7451325|en"", ""7451325|es"", ""7558259|es"", ""7551240|en"", ""7558259|en"", ""7551240|es""]",0.19999999999999996,en
1089092,zh-en,Usc conduct不检,"[""7088268|en"", ""7088268|es"", ""7088268|zh""]","[""7307998|zh"", ""7478549|zh"", ""7816796|zh"", ""7403659|zh"", ""7237730|zh"", ""7902167|zh"", ""7798407|zh"", ""7674392|zh"", ""7106083|zh"", ""7878787|zh""]",0.5,zh
1089096,zh-en,美国人员配备application,"[""7088232|en"", ""7088232|es"", ""7088232|zh""]","[""7088232|zh"", ""7652951|zh"", ""7779231|zh"", ""7403705|zh"", ""7223923|zh"", ""7822971|zh"", ""7544748|zh"", ""7635888|zh"", ""7804194|zh"", ""7824570|zh""]",0.33333333333333337,zh
1089110,zh-en,us penitentiary tucson,"[""7088149|en"", ""7088149|es"", ""7088149|zh""]","[""7088149|en"", ""7088149|es"", ""7926561|en"", ""7926561|es"", ""7188600|en"", ""7706458|en"", ""7684019|es"", ""7079658|es"", ""7230482|en"", ""7912824|en""]",1.0,en
1089129,zh-en,us bank drive hours,"[""7087971|en"", ""7087971|es"", ""7087971|zh""]","[""7087971|en"", ""7087971|es"", ""7433218|en"", ""7236463|en"", ""7095246|en"", ""4484371|en"", ""7165365|en"", ""1989279|en"", ""256757|es"", ""7816354|en""]",1.0,en
1089133,zh-en,ursa energy,"[""7087940|en"", ""7087940|es"", ""7087940|zh""]","[""7087940|es"", ""7087940|en"", ""7571704|es"", ""7571704|en"", ""7084892|en"", ""7084892|es"", ""7727817|es"", ""7674292|en"", ""7407512|en"", ""7657954|en""]",1.0,es
1089134,zh-en,优乐uromax medicine,"[""7087901|en"", ""7087901|es"", ""7087901|zh""]","[""7087901|zh"", ""155033|zh"", ""7644707|zh"", ""7733435|zh"", ""7584172|zh"", ""7816967|zh"", ""7189893|zh"", ""7506791|zh"", ""7987999|zh"", ""7605558|zh""]",1.0,zh
1089137,zh-en,尿培养多long for results,"[""7087881|en"", ""7087881|es"", ""7087881|zh""]","[""7087881|zh"", ""3178082|zh"", ""5340259|zh"", ""5755299|zh"", ""7158937|zh"", ""7946465|zh"", ""7070331|zh"", ""7288431|zh"", ""7373173|zh"", ""7485559|zh""]",0.6,zh
1089155,zh-en,liquid中未undissolved particles的不稳定物理混合物称为：,"[""7087704|en"", ""7087704|es"", ""7087704|zh""]","[""7087704|zh"", ""7307998|zh"", ""7663540|zh"", ""4798181|zh"", ""7605153|zh"", ""7805766|zh"", ""7776233|zh"", ""7251748|zh"", ""7197444|zh"", ""249560|zh""]",0.30000000000000004,zh
1089158,zh-en,令人不安的definition,"[""7087671|en"", ""7087671|es"", ""7087671|zh""]","[""7087671|zh"", ""7606543|zh"", ""7140394|zh"", ""7675212|zh"", ""7492894|zh"", ""7880999|zh"", ""7491813|zh"", ""7303220|zh"", ""7135472|zh"", ""7809203|zh""]",0.33333333333333337,zh
1089167,zh-en,university in staunton,"[""7087585|en"", ""7087585|es"", ""7087585|zh"", ""7087589|en"", ""7087589|es"", ""7087589|zh""]","[""7087585|en"", ""7087585|es"", ""7087589|en"", ""7996202|en"", ""7087589|es"", ""7996202|es"", ""3368477|es"", ""7287774|en"", ""7996049|es"", ""7164681|en""]",1.0,en
1089169,zh-en,爱的definition,"[""7087555|en"", ""7087555|es"", ""7087555|zh""]","[""7733393|zh"", ""7784934|zh"", ""7792321|zh"", ""1244712|zh"", ""7748280|zh"", ""7625749|zh"", ""896310|zh"", ""7134921|zh"", ""7087555|zh"", ""7372091|zh""]",0.33333333333333337,zh
1089188,zh-en,union commission,"[""7087396|en"", ""7087396|es"", ""7087396|zh""]","[""7087396|en"", ""7087396|es"", ""7959854|en"", ""7984655|en"", ""2000768|en"", ""7657954|en"", ""7906034|en"", ""4727535|en"", ""381174|en"", ""7674292|en""]",1.0,en
1089189,zh-en,uniden phone number customer service,"[""7087381|en"", ""7087381|es"", ""7087381|zh"", ""7087388|en"", ""7087388|es"", ""7087388|zh""]","[""7087388|en"", ""7087381|en"", ""7087388|es"", ""7087381|es"", ""7087388|zh"", ""7087381|zh"", ""7209267|en"", ""5086557|en"", ""7658413|en"", ""7674518|en""]",0.6666666666666667,en
1089198,zh-en,undermines definition,"[""7087315|en"", ""7087315|es"", ""7087315|zh""]","[""7087315|en"", ""7087289|en"", ""7589281|en"", ""7803677|en"", ""7408281|en"", ""7087671|en"", ""4576814|en"", ""7303220|en"", ""7666294|en"", ""7933345|en""]",1.0,en
1089199,zh-en,underlying proficiency,"[""7087300|en"", ""7087300|es"", ""7087300|zh""]","[""7223923|es"", ""7087300|en"", ""845751|en"", ""7857918|es"", ""7857918|en"", ""7473461|es"", ""7223923|zh"", ""7555333|zh"", ""845751|es"", ""7649902|zh""]",1.0,es
1089200,zh-en,underlie definition,"[""7087289|en"", ""7087289|es"", ""7087289|zh""]","[""7087289|en"", ""7087315|en"", ""7504219|en"", ""7440642|en"", ""2000768|en"", ""5572723|en"", ""7635695|en"", ""7137257|en"", ""7087671|en"", ""6786974|en""]",1.0,en
1089209,zh-en,联合国跨国crime的定义,"[""7087200|en"", ""7087200|es"", ""7087200|zh""]","[""7087200|zh"", ""7294191|zh"", ""7077506|zh"", ""7088268|zh"", ""7282811|zh"", ""5533591|zh"", ""7645039|zh"", ""7748280|zh"", ""7878622|zh"", ""7236813|zh""]",0.19999999999999996,zh
1089221,zh-en,price暴跌,"[""7087089|en"", ""7087089|es"", ""7087089|zh""]","[""7321071|zh"", ""7403676|zh"", ""7405441|zh"", ""7219344|zh"", ""7090721|zh"", ""7715053|zh"", ""7500621|zh"", ""7553092|zh"", ""7522085|zh"", ""7484076|zh""]",0.5,zh
1089227,zh-en,我们。 economic numbers,"[""7087034|en"", ""7087034|es"", ""7087034|zh""]","[""7671625|zh"", ""7218253|zh"", ""7927061|zh"", ""7793893|zh"", ""7190911|zh"", ""7426551|zh"", ""7321071|zh"", ""3690308|zh"", ""7554789|zh"", ""7973245|zh""]",0.6666666666666667,zh
